datetime,source_ip,username,success,failure_reason
2020-01-01 18:30:45.435670,234.120.182.83,ujones,True,
2020-01-01 18:31:23.894666,7.167.187.12,rlopez,True,
2020-01-01 19:11:32.872701,212.127.111.145,rjones,True,
2020-01-01 19:56:22.887641,196.139.60.183,rjones,True,
2020-01-01 20:23:11.537154,101.154.143.93,ejones,True,
2020-01-01 20:26:24.809976,101.154.143.93,ejones,True,
2020-01-01 20:29:27.063988,212.127.111.145,rjones,True,
2020-01-01 20:53:58.944509,212.127.111.145,rjones,True,
2020-01-01 20:56:07.587150,212.127.111.145,rjones,True,
2020-01-01 21:12:06.150105,101.154.143.93,ejones,True,
2020-01-01 21:19:12.618707,162.164.18.75,hkim,True,
2020-01-01 21:28:55.766664,33.115.66.20,hkim,True,
2020-01-01 21:46:53.372432,3.219.25.62,rjones,True,
2020-01-01 21:52:02.447726,101.154.143.93,ejones,True,
2020-01-01 22:07:51.789555,134.14.49.41,zjones,True,
2020-01-01 22:30:54.078267,6.165.233.253,zjones,True,
2020-01-01 22:34:13.726436,134.14.49.41,zjones,True,
2020-01-01 22:47:11.332910,6.165.233.253,zjones,True,
2020-01-01 23:00:18.865021,23.143.69.122,djones,True,
2020-01-02 00:02:44.714907,76.235.190.195,hlopez,False,error_wrong_password
2020-01-02 00:02:45.714907,76.235.190.195,hlopez,True,
2020-01-02 00:17:30.513855,7.229.169.82,hlopez,False,error_wrong_password
2020-01-02 00:17:31.513855,7.229.169.82,hlopez,True,
2020-01-02 00:30:35.732997,7.229.169.82,hlopez,False,error_wrong_password
2020-01-02 00:30:36.732997,7.229.169.82,hlopez,True,
2020-01-02 00:34:44.881093,76.235.190.195,hlopez,True,
2020-01-02 01:10:04.535261,100.43.18.36,nsmith,True,
2020-01-02 01:14:45.427258,134.156.174.60,nsmith,True,
2020-01-02 01:16:01.608195,7.229.169.82,hlopez,True,
2020-01-02 01:18:51.271023,100.43.18.36,nsmith,False,error_wrong_password
2020-01-02 01:18:52.271023,100.43.18.36,nsmith,True,
2020-01-02 02:01:04.360563,76.235.190.195,hlopez,True,
2020-01-02 02:11:09.382813,7.229.169.82,hlopez,True,
2020-01-02 02:16:06.582265,100.43.18.36,nsmith,True,
2020-01-02 02:17:46.427454,7.229.169.82,hlopez,True,
2020-01-02 03:01:09.232387,13.179.10.90,zsmith,True,
2020-01-02 03:19:45.135620,13.179.10.90,zsmith,True,
2020-01-02 03:29:38.686612,13.179.10.90,zsmith,True,
2020-01-02 04:00:21.953956,101.113.31.197,gjones,True,
2020-01-02 04:24:09.241812,101.113.31.197,gjones,False,error_wrong_password
2020-01-02 04:24:10.241812,101.113.31.197,gjones,True,
2020-01-02 04:30:38.532780,101.113.31.197,gjones,True,
2020-01-02 04:38:45.181609,101.113.31.197,gjones,True,
2020-01-02 04:53:37.372785,101.113.31.197,gjones,False,error_wrong_password
2020-01-02 04:53:38.372785,101.113.31.197,gjones,True,
2020-01-02 05:06:18.152636,212.79.15.228,brown,False,error_wrong_username
2020-01-02 05:06:19.152636,212.79.15.228,sbrown,True,
2020-01-02 05:06:20.152636,212.79.15.228,ejones,False,error_wrong_password
2020-01-02 05:06:21.152636,212.79.15.228,ejones,False,error_wrong_password
2020-01-02 05:06:22.152636,212.79.15.228,ojonns,False,error_wrong_username
2020-01-02 05:06:23.152636,212.79.15.228,ojonns,False,error_wrong_username
2020-01-02 05:06:24.152636,212.79.15.228,dki,False,error_wrong_username
2020-01-02 05:06:25.152636,212.79.15.228,dki,False,error_wrong_username
2020-01-02 05:06:26.152636,212.79.15.228,jones,False,error_wrong_username
2020-01-02 05:06:27.152636,212.79.15.228,jones,False,error_wrong_username
2020-01-02 05:06:28.152636,212.79.15.228,nkm,False,error_wrong_username
2020-01-02 05:06:29.152636,212.79.15.228,nkm,False,error_wrong_username
2020-01-02 05:06:30.152636,212.79.15.228,kim,False,error_wrong_username
2020-01-02 05:06:31.152636,212.79.15.228,kim,False,error_wrong_username
2020-01-02 05:06:32.152636,212.79.15.228,ilopez,False,error_wrong_password
2020-01-02 05:06:33.152636,212.79.15.228,ilopez,True,
2020-01-02 05:06:34.152636,212.79.15.228,klopez,False,error_wrong_password
2020-01-02 05:06:35.152636,212.79.15.228,klopez,True,
2020-01-02 05:06:36.152636,212.79.15.228,jbrowx,False,error_wrong_username
2020-01-02 05:06:37.152636,212.79.15.228,jbrowx,False,error_wrong_username
2020-01-02 05:06:38.152636,212.79.15.228,plopez,False,error_wrong_password
2020-01-02 05:06:39.152636,212.79.15.228,plopez,False,error_wrong_password
2020-01-02 05:06:40.152636,212.79.15.228,zbrown,False,error_wrong_password
2020-01-02 05:06:41.152636,212.79.15.228,zbrown,True,
2020-01-02 05:06:42.152636,212.79.15.228,admin,False,error_wrong_password
2020-01-02 05:06:43.152636,212.79.15.228,admin,False,error_wrong_password
2020-01-02 05:06:44.152636,212.79.15.228,nsith,False,error_wrong_username
2020-01-02 05:06:45.152636,212.79.15.228,nsith,False,error_wrong_username
2020-01-02 05:06:46.152636,212.79.15.228,ckim,False,error_wrong_password
2020-01-02 05:06:47.152636,212.79.15.228,ckim,False,error_wrong_password
2020-01-02 05:06:48.152636,212.79.15.228,mkim,False,error_wrong_password
2020-01-02 05:06:49.152636,212.79.15.228,mkim,False,error_wrong_password
2020-01-02 05:06:50.152636,212.79.15.228,qjonev,False,error_wrong_username
2020-01-02 05:06:51.152636,212.79.15.228,qjonev,False,error_wrong_username
2020-01-02 05:06:52.152636,212.79.15.228,ulopez,False,error_wrong_password
2020-01-02 05:06:53.152636,212.79.15.228,ulopez,False,error_wrong_password
2020-01-02 05:06:54.152636,212.79.15.228,gkim,False,error_wrong_password
2020-01-02 05:06:55.152636,212.79.15.228,gkim,True,
2020-01-02 05:06:56.152636,212.79.15.228,ujones,True,
2020-01-02 05:06:57.152636,212.79.15.228,ljones,False,error_wrong_password
2020-01-02 05:06:58.152636,212.79.15.228,ljones,True,
2020-01-02 05:06:59.152636,212.79.15.228,hones,False,error_wrong_username
2020-01-02 05:07:00.152636,212.79.15.228,hones,False,error_wrong_username
2020-01-02 05:07:01.152636,212.79.15.228,lkim,False,error_wrong_password
2020-01-02 05:07:02.152636,212.79.15.228,lkim,False,error_wrong_password
2020-01-02 05:07:03.152636,212.79.15.228,rbrwn,False,error_wrong_username
2020-01-02 05:07:04.152636,212.79.15.228,rbrwn,False,error_wrong_username
2020-01-02 05:07:05.152636,212.79.15.228,bjones,False,error_wrong_password
2020-01-02 05:07:06.152636,212.79.15.228,bjones,False,error_wrong_password
2020-01-02 05:07:07.152636,212.79.15.228,ssmith,False,error_wrong_password
2020-01-02 05:07:08.152636,212.79.15.228,ssmith,False,error_wrong_password
2020-01-02 05:07:09.152636,212.79.15.228,obown,False,error_wrong_username
2020-01-02 05:07:10.152636,212.79.15.228,obrown,False,error_wrong_password
2020-01-02 05:07:11.152636,212.79.15.228,gbrows,False,error_wrong_username
2020-01-02 05:07:12.152636,212.79.15.228,gbrows,False,error_wrong_username
2020-01-02 05:07:13.152636,212.79.15.228,mlpez,False,error_wrong_username
2020-01-02 05:07:14.152636,212.79.15.228,mlpez,False,error_wrong_username
2020-01-02 05:07:15.152636,212.79.15.228,usmith,False,error_wrong_password
2020-01-02 05:07:16.152636,212.79.15.228,usmith,False,error_wrong_password
2020-01-02 05:07:17.152636,212.79.15.228,olohez,False,error_wrong_username
2020-01-02 05:07:18.152636,212.79.15.228,olohez,False,error_wrong_username
2020-01-02 05:07:19.152636,212.79.15.228,ebrown,False,error_wrong_password
2020-01-02 05:07:20.152636,212.79.15.228,ebrown,False,error_wrong_password
2020-01-02 05:07:21.152636,212.79.15.228,rsmith,True,
2020-01-02 05:07:22.152636,212.79.15.228,rkim,False,error_wrong_password
2020-01-02 05:07:23.152636,212.79.15.228,rkim,True,
2020-01-02 05:07:24.152636,212.79.15.228,lbrown,False,error_wrong_password
2020-01-02 05:07:25.152636,212.79.15.228,lbrown,False,error_wrong_password
2020-01-02 05:07:26.152636,212.79.15.228,njhnes,False,error_wrong_username
2020-01-02 05:07:27.152636,212.79.15.228,njhnes,False,error_wrong_username
2020-01-02 05:07:28.152636,212.79.15.228,ukim,False,error_wrong_password
2020-01-02 05:07:29.152636,212.79.15.228,ukim,False,error_wrong_password
2020-01-02 05:07:30.152636,212.79.15.228,bsmith,False,error_wrong_password
2020-01-02 05:07:31.152636,212.79.15.228,bsmith,True,
2020-01-02 05:07:32.152636,212.79.15.228,xkim,True,
2020-01-02 05:07:33.152636,212.79.15.228,ykin,False,error_wrong_username
2020-01-02 05:07:34.152636,212.79.15.228,ykin,False,error_wrong_username
2020-01-02 05:07:35.152636,212.79.15.228,fim,False,error_wrong_username
2020-01-02 05:07:36.152636,212.79.15.228,fim,False,error_wrong_username
2020-01-02 05:07:37.152636,212.79.15.228,jbrown,False,error_wrong_password
2020-01-02 05:07:38.152636,212.79.15.228,jbrown,False,error_wrong_password
2020-01-02 05:07:39.152636,212.79.15.228,wjones,False,error_wrong_password
2020-01-02 05:07:40.152636,212.79.15.228,wjones,False,error_wrong_password
2020-01-02 05:07:41.152636,212.79.15.228,lopez,False,error_wrong_username
2020-01-02 05:07:42.152636,212.79.15.228,lopez,False,error_wrong_username
2020-01-02 05:07:43.152636,212.79.15.228,hmith,False,error_wrong_username
2020-01-02 05:07:44.152636,212.79.15.228,hmith,False,error_wrong_username
2020-01-02 05:07:45.152636,212.79.15.228,dbrown,True,
2020-01-02 05:07:46.152636,212.79.15.228,sjnes,False,error_wrong_username
2020-01-02 05:07:47.152636,212.79.15.228,sjnes,False,error_wrong_username
2020-01-02 05:07:48.152636,212.79.15.228,khrown,False,error_wrong_username
2020-01-02 05:07:49.152636,212.79.15.228,khrown,False,error_wrong_username
2020-01-02 05:07:50.152636,212.79.15.228,ksjith,False,error_wrong_username
2020-01-02 05:07:51.152636,212.79.15.228,ksjith,False,error_wrong_username
2020-01-02 05:07:52.152636,212.79.15.228,tkim,False,error_wrong_password
2020-01-02 05:07:53.152636,212.79.15.228,tkim,False,error_wrong_password
2020-01-02 05:07:54.152636,212.79.15.228,aqrown,False,error_wrong_username
2020-01-02 05:07:55.152636,212.79.15.228,aqrown,False,error_wrong_username
2020-01-02 05:07:56.152636,212.79.15.228,fsmith,False,error_wrong_password
2020-01-02 05:07:57.152636,212.79.15.228,fsmith,False,error_wrong_password
2020-01-02 05:07:58.152636,212.79.15.228,xjones,True,
2020-01-02 05:07:59.152636,212.79.15.228,hdopez,False,error_wrong_username
2020-01-02 05:08:00.152636,212.79.15.228,hdopez,False,error_wrong_username
2020-01-02 05:08:01.152636,212.79.15.228,blopez,False,error_wrong_password
2020-01-02 05:08:02.152636,212.79.15.228,blopez,True,
2020-01-02 05:08:03.152636,212.79.15.228,lsmith,False,error_wrong_password
2020-01-02 05:08:04.152636,212.79.15.228,lsmith,False,error_wrong_password
2020-01-02 05:08:05.152636,212.79.15.228,akcm,False,error_wrong_username
2020-01-02 05:08:06.152636,212.79.15.228,akcm,False,error_wrong_username
2020-01-02 05:08:07.152636,212.79.15.228,qkig,False,error_wrong_username
2020-01-02 05:08:08.152636,212.79.15.228,qkim,False,error_wrong_password
2020-01-02 05:08:09.152636,212.79.15.228,vsvith,False,error_wrong_username
2020-01-02 05:08:10.152636,212.79.15.228,vsvith,False,error_wrong_username
2020-01-02 05:08:11.152636,212.79.15.228,dba,False,error_wrong_password
2020-01-02 05:08:12.152636,212.79.15.228,dba,True,
2020-01-02 05:08:13.152636,212.79.15.228,okim,False,error_wrong_password
2020-01-02 05:08:14.152636,212.79.15.228,okim,True,
2020-01-02 05:08:15.152636,212.79.15.228,cjones,True,
2020-01-02 05:08:16.152636,212.79.15.228,nbrown,False,error_wrong_password
2020-01-02 05:08:17.152636,212.79.15.228,nbrown,True,
2020-01-02 05:08:18.152636,212.79.15.228,gsmith,False,error_wrong_password
2020-01-02 05:08:19.152636,212.79.15.228,gsmith,True,
2020-01-02 05:08:20.152636,212.79.15.228,gjone,False,error_wrong_username
2020-01-02 05:08:21.152636,212.79.15.228,gjones,False,error_wrong_password
2020-01-02 05:08:22.152636,212.79.15.228,ismit,False,error_wrong_username
2020-01-02 05:08:23.152636,212.79.15.228,ismit,False,error_wrong_username
2020-01-02 05:08:24.152636,212.79.15.228,floez,False,error_wrong_username
2020-01-02 05:08:25.152636,212.79.15.228,floez,False,error_wrong_username
2020-01-02 05:08:26.152636,212.79.15.228,lopez,False,error_wrong_username
2020-01-02 05:08:27.152636,212.79.15.228,lopez,False,error_wrong_username
2020-01-02 05:08:28.152636,212.79.15.228,flopez,False,error_wrong_password
2020-01-02 05:08:29.152636,212.79.15.228,flopez,False,error_wrong_password
2020-01-02 05:08:30.152636,212.79.15.228,jlopz,False,error_wrong_username
2020-01-02 05:08:31.152636,212.79.15.228,jlopz,False,error_wrong_username
2020-01-02 05:08:32.152636,212.79.15.228,smith,False,error_wrong_username
2020-01-02 05:08:33.152636,212.79.15.228,smith,False,error_wrong_username
2020-01-02 05:08:34.152636,212.79.15.228,hbrown,True,
2020-01-02 05:08:35.152636,212.79.15.228,nlopez,True,
2020-01-02 05:08:36.152636,212.79.15.228,cloez,False,error_wrong_username
2020-01-02 05:08:37.152636,212.79.15.228,cloez,False,error_wrong_username
2020-01-02 05:08:38.152636,212.79.15.228,zjones,False,error_wrong_password
2020-01-02 05:08:39.152636,212.79.15.228,zjones,True,
2020-01-02 05:08:40.152636,212.79.15.228,psmih,False,error_wrong_username
2020-01-02 05:08:41.152636,212.79.15.228,psmih,False,error_wrong_username
2020-01-02 05:08:42.152636,212.79.15.228,ski,False,error_wrong_username
2020-01-02 05:08:43.152636,212.79.15.228,skim,True,
2020-01-02 05:08:44.152636,212.79.15.228,ijones,False,error_wrong_password
2020-01-02 05:08:45.152636,212.79.15.228,ijones,False,error_wrong_password
2020-01-02 05:08:46.152636,212.79.15.228,oqmith,False,error_wrong_username
2020-01-02 05:08:47.152636,212.79.15.228,oqmith,False,error_wrong_username
2020-01-02 05:08:48.152636,212.79.15.228,qsmith,False,error_wrong_password
2020-01-02 05:08:49.152636,212.79.15.228,qsmith,False,error_wrong_password
2020-01-02 05:08:50.152636,212.79.15.228,tbrorn,False,error_wrong_username
2020-01-02 05:08:51.152636,212.79.15.228,tbrorn,False,error_wrong_username
2020-01-02 05:08:52.152636,212.79.15.228,msmith,False,error_wrong_password
2020-01-02 05:08:53.152636,212.79.15.228,msmith,True,
2020-01-02 05:08:54.152636,212.79.15.228,ilim,False,error_wrong_username
2020-01-02 05:08:55.152636,212.79.15.228,ilim,False,error_wrong_username
2020-01-02 05:08:56.152636,212.79.15.228,wim,False,error_wrong_username
2020-01-02 05:08:57.152636,212.79.15.228,wim,False,error_wrong_username
2020-01-02 05:08:58.152636,212.79.15.228,xsmith,False,error_wrong_password
2020-01-02 05:08:59.152636,212.79.15.228,xsmith,False,error_wrong_password
2020-01-02 05:09:00.152636,212.79.15.228,tjgnes,False,error_wrong_username
2020-01-02 05:09:01.152636,212.79.15.228,tjgnes,False,error_wrong_username
2020-01-02 05:09:02.152636,212.79.15.228,djones,False,error_wrong_password
2020-01-02 05:09:03.152636,212.79.15.228,djones,False,error_wrong_password
2020-01-02 05:09:04.152636,212.79.15.228,glopez,False,error_wrong_password
2020-01-02 05:09:05.152636,212.79.15.228,glopez,False,error_wrong_password
2020-01-02 05:09:06.152636,212.79.15.228,xlopez,False,error_wrong_password
2020-01-02 05:09:07.152636,212.79.15.228,xlopez,True,
2020-01-02 05:09:08.152636,212.79.15.228,mjone,False,error_wrong_username
2020-01-02 05:09:09.152636,212.79.15.228,mjones,False,error_wrong_password
2020-01-02 05:09:10.152636,212.79.15.228,cbrown,False,error_wrong_password
2020-01-02 05:09:11.152636,212.79.15.228,cbrown,False,error_wrong_password
2020-01-02 05:09:12.152636,212.79.15.228,llopez,False,error_wrong_password
2020-01-02 05:09:13.152636,212.79.15.228,llopez,False,error_wrong_password
2020-01-02 05:09:14.152636,212.79.15.228,elopz,False,error_wrong_username
2020-01-02 05:09:15.152636,212.79.15.228,elopez,True,
2020-01-02 05:09:16.152636,212.79.15.228,vbrown,False,error_wrong_password
2020-01-02 05:09:17.152636,212.79.15.228,vbrown,False,error_wrong_password
2020-01-02 05:09:18.152636,212.79.15.228,wurown,False,error_wrong_username
2020-01-02 05:09:19.152636,212.79.15.228,wurown,False,error_wrong_username
2020-01-02 05:09:20.152636,212.79.15.228,pkim,True,
2020-01-02 05:09:21.152636,212.79.15.228,ysmith,False,error_wrong_password
2020-01-02 05:09:22.152636,212.79.15.228,ysmith,True,
2020-01-02 05:09:23.152636,212.79.15.228,yjonzs,False,error_wrong_username
2020-01-02 05:09:24.152636,212.79.15.228,yjonzs,False,error_wrong_username
2020-01-02 05:09:25.152636,212.79.15.228,jkim,False,error_wrong_password
2020-01-02 05:09:26.152636,212.79.15.228,jkim,False,error_wrong_password
2020-01-02 05:09:27.152636,212.79.15.228,hkcm,False,error_wrong_username
2020-01-02 05:09:28.152636,212.79.15.228,hkcm,False,error_wrong_username
2020-01-02 05:09:29.152636,212.79.15.228,vmim,False,error_wrong_username
2020-01-02 05:09:30.152636,212.79.15.228,vmim,False,error_wrong_username
2020-01-02 05:09:31.152636,212.79.15.228,tsmih,False,error_wrong_username
2020-01-02 05:09:32.152636,212.79.15.228,tsmih,False,error_wrong_username
2020-01-02 05:09:33.152636,212.79.15.228,ylmpez,False,error_wrong_username
2020-01-02 05:09:34.152636,212.79.15.228,ylmpez,False,error_wrong_username
2020-01-02 05:09:35.152636,212.79.15.228,slopez,True,
2020-01-02 05:09:36.152636,212.79.15.228,rjones,True,
2020-01-02 05:09:37.152636,212.79.15.228,brown,False,error_wrong_username
2020-01-02 05:09:38.152636,212.79.15.228,brown,False,error_wrong_username
2020-01-02 05:09:39.152636,212.79.15.228,vlpez,False,error_wrong_username
2020-01-02 05:09:40.152636,212.79.15.228,vlopez,True,
2020-01-02 05:09:41.152636,212.79.15.228,asmith,False,error_wrong_password
2020-01-02 05:09:42.152636,212.79.15.228,asmith,False,error_wrong_password
2020-01-02 05:09:43.152636,212.79.15.228,fjoneb,False,error_wrong_username
2020-01-02 05:09:44.152636,212.79.15.228,fjoneb,False,error_wrong_username
2020-01-02 05:09:45.152636,212.79.15.228,dlolez,False,error_wrong_username
2020-01-02 05:09:46.152636,212.79.15.228,dlolez,False,error_wrong_username
2020-01-02 05:09:47.152636,212.79.15.228,pgones,False,error_wrong_username
2020-01-02 05:09:48.152636,212.79.15.228,pgones,False,error_wrong_username
2020-01-02 05:09:49.152636,212.79.15.228,ybrewn,False,error_wrong_username
2020-01-02 05:09:50.152636,212.79.15.228,ybrewn,False,error_wrong_username
2020-01-02 05:09:51.152636,212.79.15.228,jjoneu,False,error_wrong_username
2020-01-02 05:09:52.152636,212.79.15.228,jjoneu,False,error_wrong_username
2020-01-02 05:09:53.152636,212.79.15.228,ubrzwn,False,error_wrong_username
2020-01-02 05:09:54.152636,212.79.15.228,ubrzwn,False,error_wrong_username
2020-01-02 05:09:55.152636,212.79.15.228,fbrown,False,error_wrong_password
2020-01-02 05:09:56.152636,212.79.15.228,fbrown,False,error_wrong_password
2020-01-02 05:09:57.152636,212.79.15.228,mater,False,error_wrong_username
2020-01-02 05:09:58.152636,212.79.15.228,mater,False,error_wrong_username
2020-01-02 05:09:59.152636,212.79.15.228,ajons,False,error_wrong_username
2020-01-02 05:10:00.152636,212.79.15.228,ajons,False,error_wrong_username
2020-01-02 05:10:01.152636,212.79.15.228,ekim,False,error_wrong_password
2020-01-02 05:10:02.152636,212.79.15.228,ekim,True,
2020-01-02 05:10:03.152636,212.79.15.228,brown,False,error_wrong_username
2020-01-02 05:10:04.152636,212.79.15.228,brown,False,error_wrong_username
2020-01-02 05:10:05.152636,212.79.15.228,zbrown,False,error_wrong_password
2020-01-02 05:10:06.152636,212.79.15.228,zbrown,True,
2020-01-02 05:10:07.152636,212.79.15.228,lopez,False,error_wrong_username
2020-01-02 05:10:08.152636,212.79.15.228,lopez,False,error_wrong_username
2020-01-02 05:10:09.152636,212.79.15.228,rloez,False,error_wrong_username
2020-01-02 05:10:10.152636,212.79.15.228,rlopez,False,error_wrong_password
2020-01-02 05:10:11.152636,212.79.15.228,zsmth,False,error_wrong_username
2020-01-02 05:10:12.152636,212.79.15.228,zsmth,False,error_wrong_username
2020-01-02 05:10:13.152636,212.79.15.228,dsmith,False,error_wrong_password
2020-01-02 05:10:14.152636,212.79.15.228,dsmith,True,
2020-01-02 05:10:15.152636,212.79.15.228,bbrowp,False,error_wrong_username
2020-01-02 05:10:16.152636,212.79.15.228,bbrowp,False,error_wrong_username
2020-01-02 05:10:17.152636,212.79.15.228,jsith,False,error_wrong_username
2020-01-02 05:10:18.152636,212.79.15.228,jsith,False,error_wrong_username
2020-01-02 05:10:19.152636,212.79.15.228,csmith,False,error_wrong_password
2020-01-02 05:10:20.152636,212.79.15.228,csmith,True,
2020-01-02 05:10:21.152636,212.79.15.228,mbrown,False,error_wrong_password
2020-01-02 05:10:22.152636,212.79.15.228,mbrown,False,error_wrong_password
2020-01-02 05:10:23.152636,212.79.15.228,qlopez,False,error_wrong_password
2020-01-02 05:10:24.152636,212.79.15.228,qlopez,False,error_wrong_password
2020-01-02 05:10:25.152636,212.79.15.228,zhim,False,error_wrong_username
2020-01-02 05:10:26.152636,212.79.15.228,zhim,False,error_wrong_username
2020-01-02 05:10:27.152636,212.79.15.228,kim,False,error_wrong_username
2020-01-02 05:10:28.152636,212.79.15.228,kim,False,error_wrong_username
2020-01-02 05:10:29.152636,212.79.15.228,vjones,True,
2020-01-02 05:10:30.152636,212.79.15.228,wsmith,True,
2020-01-02 05:17:22.282310,81.170.69.243,xbrown,True,
2020-01-02 05:21:00.577112,29.42.175.1,xbrown,True,
2020-01-02 06:04:57.105861,144.113.122.33,rkim,True,
2020-01-02 06:04:57.636003,81.170.69.243,xbrown,True,
2020-01-02 06:24:33.664589,81.170.69.243,xbrown,True,
2020-01-02 06:28:56.930672,81.170.69.243,xbrown,True,
2020-01-02 06:32:32.723264,29.42.175.1,xbrown,False,error_wrong_password
2020-01-02 06:32:33.723264,29.42.175.1,xbrown,True,
2020-01-02 07:18:50.453654,78.6.234.40,dsmith,True,
2020-01-02 08:01:19.780705,159.182.198.128,dsmith,True,
2020-01-02 08:03:04.226643,131.96.35.217,vkim,True,
2020-01-02 08:04:00.568898,159.182.198.128,dsmith,True,
2020-01-02 08:05:26.838345,142.89.86.32,vkim,False,error_wrong_password
2020-01-02 08:05:27.838345,142.89.86.32,vkim,True,
2020-01-02 08:15:34.777420,131.96.35.217,vkim,True,
2020-01-02 08:22:13.487734,142.89.86.32,vkim,False,error_wrong_password
2020-01-02 08:22:14.487734,142.89.86.32,vkim,True,
2020-01-02 09:21:54.679951,142.167.12.203,wbrown,True,
2020-01-02 09:45:51.708535,142.167.12.203,wbrown,True,
2020-01-02 10:00:25.298970,164.225.104.190,lbrown,True,
2020-01-02 11:09:44.172720,64.174.4.245,vjones,True,
2020-01-02 11:14:57.246825,97.56.241.22,wbrown,True,
2020-01-02 11:24:23.229148,177.184.2.35,wbrown,True,
2020-01-02 11:42:39.771415,44.207.171.119,obrwwn,False,error_wrong_username
2020-01-02 11:42:40.771415,44.207.171.119,obrwwn,False,error_wrong_username
2020-01-02 11:42:41.771415,44.207.171.119,olxpez,False,error_wrong_username
2020-01-02 11:42:42.771415,44.207.171.119,olxpez,False,error_wrong_username
2020-01-02 11:42:43.771415,44.207.171.119,mkim,False,error_wrong_password
2020-01-02 11:42:44.771415,44.207.171.119,mkim,False,error_wrong_password
2020-01-02 11:42:45.771415,44.207.171.119,mjones,True,
2020-01-02 11:42:46.771415,44.207.171.119,ykm,False,error_wrong_username
